ลำดับที่,มิติงบประมาณ,ประเภทงบประมาณ,หน่วยงานรับผิดชอบ,โครงการ,วงเงิน(ล้านบาท),ตำบล,อำเภอ,แผนแม่บทฯ,ปี,วงเงิน_ล้านบาท,รหัสแผนแม่บท,ชื่อแผนแม่บท,ชื่อย่อด้าน,ปีงบประมาณ,ช่วงปีงบประมาณ
57,Area,กระจายอำนาจ,กรมส่งเสริมการปกครองท้องถิ่น,(1.5.589) ก่อสร้างระบบประปาหมู่บ้านแบบบาดาลขนาดใหญ่ บ้านหนองฮ่าง หมู่ที่ 10 ตำบลแม่คะ ตามแบบมาตรฐานกรมทรัพยากรน้ำ องค์การบริหารส่วนตำบลแม่คะ อำเภอฝาง จังหวัดเชียงใหม่ 1 แห่ง,3.0,แม่คะ,ฝาง,1.0,2565.0,3.0,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
58,Area,กระจายอำนาจ,กรมส่งเสริมการปกครองท้องถิ่น,(1.6.1259) ก่อสร้างลำเหมืองคอนกรีตเสริมเหล็ก เหมืองกลางแม่เตี๊ยะ หมู่ที่ 3 ตำบลดอยแก้ว กว้าง 0.80 เมตร ยาว 905 เมตร ลึก 0.40 เมตร เทศบาลตำบลดอยแก้ว อำเภอจอมทอง จังหวัดเชียงใหม่ 1 แห่ง,1.473,ดอยแก้ว,จอมทอง,2.0,2565.0,1.473,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2565,ระยะต้น (2565-2567)
59,Area,กระจายอำนาจ,กรมส่งเสริมการปกครองท้องถิ่น,(1.6.1260) ก่อสร้างคลองส่งน้ำคอนกรีตเสริมเหล็ก (ต่อจากเดิม) บ้านโป่งนก หมู่ที่ 7 ตำบลแม่คะ กว้าง 0.80 เมตร ยาว 438 เมตร ลึก 1 เมตร องค์การบริหารส่วนตำบลแม่คะ อำเภอฝาง จังหวัดเชียงใหม่ 1 แห่ง,2.199,แม่คะ,ฝาง,2.0,2565.0,2.199,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2565,ระยะต้น (2565-2567)
60,Area,กระจายอำนาจ,กรมส่งเสริมการปกครองท้องถิ่น,(1.9.2389) ก่อสร้างธนาคารน้ำใต้ดินระบบปิด บริเวณสนามกีฬาเทศบาลตำบลหนองควาย หมู่ที่ 3 บ้านไร่ - กองขิง ตำบลหนองควาย เทศบาลตำบลหนองควาย อำเภอหางดง จังหวัดเชียงใหม่ 1 แห่ง,0.0629,หนองควาย,หางดง,2.0,2565.0,0.0629,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2565,ระยะต้น (2565-2567)
61,Function,Function,กองบัญชาการกองทัพไทย,(1.1) การก่อสร้างถังเก็บน้ำ   ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ 1 แห่ง,0.3274,เมืองนะ,เชียงดาว,1.0,2565.0,0.3274,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
62,Function,Function,กองบัญชาการกองทัพไทย,(1.2) งานอาคารบริการน้ำดื่ม   ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ 1 แห่ง,0.42,เมืองนะ,เชียงดาว,1.0,2565.0,0.42,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
63,Function,Function,กองบัญชาการกองทัพไทย,(1.3)  งานอาคารบริการน้ำดื่ม    ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ 1 แห่ง,0.42,เมืองนะ,เชียงดาว,1.0,2565.0,0.42,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
64,Function,Function,กองบัญชาการกองทัพไทย,(1.4)  การก่อสร้างถังเก็บน้ำ    ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ 1 แห่ง,0.3385,เมืองนะ,เชียงดาว,1.0,2565.0,0.3385,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
65,Function,Function,กองบัญชาการกองทัพไทย,(1.460) การก่อสร้างถังเก็บบรรจุน้ำพีอี   ตำบลโหล่งขอด อำเภอพร้าว จังหวัดเชียงใหม่ 1 แห่ง,0.0656,โหล่งขอด,พร้าว,1.0,2565.0,0.0656,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
66,Function,Function,กองบัญชาการกองทัพไทย,(1.461) การก่อสร้างถังเก็บบรรจุน้ำพีอี   ตำบลปิงโค้ง อำเภอเชียงดาว จังหวัดเชียงใหม่ 3 แห่ง,0.1968,ปิงโค้ง,เชียงดาว,1.0,2565.0,0.1968,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
67,Function,Function,กองบัญชาการกองทัพไทย,(1.462) การก่อสร้างถังเก็บบรรจุน้ำพีอี   ตำบลเชียงดาว อำเภอเชียงดาว จังหวัดเชียงใหม่ 2 แห่ง,0.1312,เชียงดาว,เชียงดาว,1.0,2565.0,0.1312,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
68,Function,Function,กองบัญชาการกองทัพไทย,(1.463) การก่อสร้างถังเก็บบรรจุน้ำพีอี   ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ 4 แห่ง,0.2624,เมืองนะ,เชียงดาว,1.0,2565.0,0.2624,1,ด้านที่ 1 การจัดการน้ำอุปโภคบริโภค,ด1_อุปโภคบริโภค,2565,ระยะต้น (2565-2567)
